Race ID,Contest Name,Ward Name,Voting Station Type,Voting Station Description,Facility Name,Eligible Voters in Voting Subdivision,Acclaimed,Candidate Order,Candidate Last Name,Candidate First Name,Votes Received
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,1,BOUCHIER,Taz,12
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,2,BUTLER,Mike,20
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,3,COUSINEAU,Ron,6
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,4,FROST,Carla,11
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,5,IVESON,Don,442
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,6,KOZIAK,Don,85
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,7,LIGERTWOOD,Bob (Robert),6
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,8,MAK,Henry,2
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,9,MUGHAL,Fahad,5
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,10,NIKOLIC,Gordon,3
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,11,SHEWCHUK,Steven Charles,48
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,12,STEPHENS,Neil,8
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,13,THOMAS,Justin,17
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-02 Our Lady Of Peace School,Our Lady Of Peace School,2177,No,15,Under Votes,,2
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,1,BOUCHIER,Taz,18
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,2,BUTLER,Mike,26
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,3,COUSINEAU,Ron,7
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,4,FROST,Carla,18
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,5,IVESON,Don,608
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,6,KOZIAK,Don,92
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,7,LIGERTWOOD,Bob (Robert),3
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,8,MAK,Henry,10
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,9,MUGHAL,Fahad,10
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,10,NIKOLIC,Gordon,13
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,11,SHEWCHUK,Steven Charles,45
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,12,STEPHENS,Neil,5
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,13,THOMAS,Justin,33
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-03 Britannia School,Britannia School,4707,No,15,Under Votes,,14
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,1,BOUCHIER,Taz,3
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,2,BUTLER,Mike,26
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,3,COUSINEAU,Ron,5
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,4,FROST,Carla,19
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,5,IVESON,Don,788
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,6,KOZIAK,Don,50
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,7,LIGERTWOOD,Bob (Robert),4
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,8,MAK,Henry,5
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,9,MUGHAL,Fahad,34
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,10,NIKOLIC,Gordon,3
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,11,SHEWCHUK,Steven Charles,31
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,12,STEPHENS,Neil,4
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,13,THOMAS,Justin,50
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-04 Winterburn School,Winterburn School,4141,No,15,Under Votes,,3
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,1,BOUCHIER,Taz,12
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,2,BUTLER,Mike,16
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,3,COUSINEAU,Ron,8
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,4,FROST,Carla,13
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,5,IVESON,Don,687
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,6,KOZIAK,Don,53
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,7,LIGERTWOOD,Bob (Robert),12
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,8,MAK,Henry,3
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,9,MUGHAL,Fahad,24
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,10,NIKOLIC,Gordon,9
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,11,SHEWCHUK,Steven Charles,36
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,12,STEPHENS,Neil,7
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,13,THOMAS,Justin,19
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-05 LaPerle School,LaPerle School,3283,No,15,Under Votes,,7
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,1,BOUCHIER,Taz,9
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,2,BUTLER,Mike,10
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,3,COUSINEAU,Ron,6
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,4,FROST,Carla,11
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,5,IVESON,Don,507
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,6,KOZIAK,Don,65
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,7,LIGERTWOOD,Bob (Robert),1
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,8,MAK,Henry,5
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,9,MUGHAL,Fahad,18
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,10,NIKOLIC,Gordon,4
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,11,SHEWCHUK,Steven Charles,40
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,12,STEPHENS,Neil,10
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,13,THOMAS,Justin,9
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-06 Beulah Alliance Church,Beulah Alliance Church,3589,No,15,Under Votes,,7
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,1,BOUCHIER,Taz,13
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,2,BUTLER,Mike,27
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,3,COUSINEAU,Ron,10
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,4,FROST,Carla,24
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,5,IVESON,Don,723
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,6,KOZIAK,Don,79
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,7,LIGERTWOOD,Bob (Robert),14
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,8,MAK,Henry,5
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,9,MUGHAL,Fahad,23
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,10,NIKOLIC,Gordon,6
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,11,SHEWCHUK,Steven Charles,69
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,12,STEPHENS,Neil,10
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,13,THOMAS,Justin,23
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,14,Over Votes,,2
301,Mayor,City Wide,Regular,01-07 St. Thomas More School,St. Thomas More School,6291,No,15,Under Votes,,7
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,1,BOUCHIER,Taz,3
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,2,BUTLER,Mike,4
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,3,COUSINEAU,Ron,4
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,4,FROST,Carla,10
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,5,IVESON,Don,619
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,6,KOZIAK,Don,49
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,7,LIGERTWOOD,Bob (Robert),3
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,8,MAK,Henry,5
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,9,MUGHAL,Fahad,15
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,10,NIKOLIC,Gordon,2
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,11,SHEWCHUK,Steven Charles,77
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,12,STEPHENS,Neil,9
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,13,THOMAS,Justin,9
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-08 Crestwood School,Crestwood School,1550,No,15,Under Votes,,6
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,1,BOUCHIER,Taz,8
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,2,BUTLER,Mike,22
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,3,COUSINEAU,Ron,15
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,4,FROST,Carla,20
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,5,IVESON,Don,1213
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,6,KOZIAK,Don,86
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,7,LIGERTWOOD,Bob (Robert),7
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,8,MAK,Henry,7
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,9,MUGHAL,Fahad,26
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,10,NIKOLIC,Gordon,5
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,11,SHEWCHUK,Steven Charles,65
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,12,STEPHENS,Neil,13
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,13,THOMAS,Justin,24
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-09 West Meadows Baptist Church,West Meadows Baptist Church,6080,No,15,Under Votes,,13
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,1,BOUCHIER,Taz,17
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,2,BUTLER,Mike,13
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,3,COUSINEAU,Ron,7
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,4,FROST,Carla,13
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,5,IVESON,Don,534
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,6,KOZIAK,Don,54
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,7,LIGERTWOOD,Bob (Robert),4
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,8,MAK,Henry,9
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,9,MUGHAL,Fahad,25
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,10,NIKOLIC,Gordon,5
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,11,SHEWCHUK,Steven Charles,35
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,12,STEPHENS,Neil,5
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,13,THOMAS,Justin,19
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-10 Belmead School,Belmead School,3817,No,15,Under Votes,,9
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,1,BOUCHIER,Taz,25
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,2,BUTLER,Mike,21
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,3,COUSINEAU,Ron,4
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,4,FROST,Carla,11
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,5,IVESON,Don,609
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,6,KOZIAK,Don,74
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,7,LIGERTWOOD,Bob (Robert),8
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,8,MAK,Henry,7
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,9,MUGHAL,Fahad,24
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,10,NIKOLIC,Gordon,4
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,11,SHEWCHUK,Steven Charles,53
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,12,STEPHENS,Neil,7
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,13,THOMAS,Justin,28
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-11 Aldergrove School,Aldergrove School,3543,No,15,Under Votes,,2
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,1,BOUCHIER,Taz,7
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,2,BUTLER,Mike,6
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,3,COUSINEAU,Ron,0
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,4,FROST,Carla,12
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,5,IVESON,Don,344
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,6,KOZIAK,Don,39
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,7,LIGERTWOOD,Bob (Robert),3
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,8,MAK,Henry,3
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,9,MUGHAL,Fahad,7
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,10,NIKOLIC,Gordon,6
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,11,SHEWCHUK,Steven Charles,24
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,12,STEPHENS,Neil,2
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,13,THOMAS,Justin,12
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,14,Over Votes,,1
301,Mayor,City Wide,Regular,01-12 Annunciation School,Annunciation School,1829,No,15,Under Votes,,2
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,1,BOUCHIER,Taz,13
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,2,BUTLER,Mike,20
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,3,COUSINEAU,Ron,3
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,4,FROST,Carla,13
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,5,IVESON,Don,594
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,6,KOZIAK,Don,73
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,7,LIGERTWOOD,Bob (Robert),9
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,8,MAK,Henry,2
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,9,MUGHAL,Fahad,6
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,10,NIKOLIC,Gordon,2
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,11,SHEWCHUK,Steven Charles,46
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,12,STEPHENS,Neil,10
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,13,THOMAS,Justin,19
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-13 Meadowlark School,Meadowlark School,2530,No,15,Under Votes,,6
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,1,BOUCHIER,Taz,3
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,2,BUTLER,Mike,22
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,3,COUSINEAU,Ron,2
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,4,FROST,Carla,4
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,5,IVESON,Don,335
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,6,KOZIAK,Don,63
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,7,LIGERTWOOD,Bob (Robert),5
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,8,MAK,Henry,5
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,9,MUGHAL,Fahad,9
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,10,NIKOLIC,Gordon,7
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,11,SHEWCHUK,Steven Charles,33
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,12,STEPHENS,Neil,2
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,13,THOMAS,Justin,12
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,14,Over Votes,,0
301,Mayor,City Wide,Regular,01-14 Ecole Notre-Dame,Ecole Notre-Dame,2089,No,15,Under Votes,,8
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,1,BOUCHIER,Taz,9
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,2,BUTLER,Mike,13
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,3,COUSINEAU,Ron,6
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,4,FROST,Carla,8
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,5,IVESON,Don,791
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,6,KOZIAK,Don,77
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,7,LIGERTWOOD,Bob (Robert),4
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,8,MAK,Henry,5
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,9,MUGHAL,Fahad,22
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,10,NIKOLIC,Gordon,4
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,11,SHEWCHUK,Steven Charles,111
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,12,STEPHENS,Neil,3
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,13,THOMAS,Justin,22
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,14,Over Votes,,1
301,Mayor,City Wide,Regular,01-15 Parkview School,Parkview School,2553,No,15,Under Votes,,11
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,1,BOUCHIER,Taz,0
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,2,BUTLER,Mike,1
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,3,COUSINEAU,Ron,0
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,4,FROST,Carla,0
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,5,IVESON,Don,24
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,6,KOZIAK,Don,2
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,7,LIGERTWOOD,Bob (Robert),1
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,8,MAK,Henry,0
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,9,MUGHAL,Fahad,0
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,10,NIKOLIC,Gordon,0
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,11,SHEWCHUK,Steven Charles,1
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,12,STEPHENS,Neil,2
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,13,THOMAS,Justin,1
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,14,Over Votes,,0
301,Mayor,City Wide,Virtual,Ward 1 City Wide Hospital Vote,,,No,15,Under Votes,,1
301,Mayor,City Wide,Virtual,Ward 1 Post Secondary Advance Vote,,,No,1,BOUCHIER,Taz,1
301,Mayor,City Wide,Virtual,Ward 1 Post Secondary Advance Vote,,,No,2,BUTLER,Mike,0
301,Mayor,City Wide,Virtual,Ward 1 Post Secondary Advance Vote,,,No,3,COUSINEAU,Ron,0
